age,sex,wage,ed
29,1,26.44230843,14
30,2,14.42307663,13
30,2,7.417582512,12
29,1,17.30769157,13
29,2,12.14574909,13
29,2,6.410256386,13
30,2,17.74038506,13
30,2,12.01923084,16
29,1,9.615385056,12
30,1,10.89743614,16
29,1,20,13
30,2,13.75,16
30,1,15,16
30,2,12.5,13
29,2,6,13
30,1,11.53846169,13
30,1,16.45299149,12
30,2,13.73626328,16
30,1,10.57692337,14
30,2,17.52136803,18
29,1,15.38461494,13
30,2,16.34615326,16
30,1,18.62745094,12
29,1,10.98901081,13
30,1,14.42307663,14
30,1,19.23077011,13
30,1,14.90384579,14
30,2,12.01923084,13
30,1,17.09401703,14
29,1,19.23077011,16
30,1,21.6857605,16
29,1,15.38461494,14
29,1,21.63461494,13
30,2,8.547008514,16
29,1,9.760937691,13
30,1,15,16
30,1,45.0549469,13
30,2,12.5,16
30,1,23.84615326,18
30,1,3.599999905,12
29,1,25,16
29,1,16.66666603,13
30,1,25.4788456,13
29,1,13.63636398,12
30,2,13.94230747,16
30,2,8.653845787,12
29,1,18.42948723,14
29,2,7.451922894,16
30,1,11.11888123,12
29,2,9.340659142,14
30,2,13.46153831,16
29,1,17.30769157,16
29,1,9.340659142,14
29,1,13.46153831,18
30,1,16.82692337,14
30,2,20.12522316,16
29,1,18.14903831,12
30,2,21.9017086,14
30,2,11.1336031,16
29,2,9.615385056,14
29,2,9,12
30,1,17.30769157,14
30,1,6,12
29,1,21.63461494,14
30,2,18.75,14
29,2,12.5,13
30,2,15.18218613,12
29,1,8.823529243,13
29,1,7.65306139,12
30,1,26.49572563,12
30,2,17.30769157,16
29,1,10.52631569,13
29,1,26.92307663,14
30,1,8.653845787,12
29,1,11.53846169,14
29,2,14.61538506,16
30,2,15.625,18
30,1,18.02884674,13
30,1,12.5,12
30,1,15.38461494,12
29,1,14.9572649,13
30,2,25.66682625,13
30,1,16.41650963,12
29,1,13.46153831,12
30,1,11.6279068,12
29,1,10.35503006,16
30,1,17.78846169,12
29,2,11.53846169,16
30,2,24.51922989,16
30,1,28.84615326,12
29,2,9.368131638,12
29,1,9.615385056,10
30,1,17.11538506,9
29,1,29.80769157,16
30,1,14.42307663,14
30,1,12.01923084,9
29,2,12.98076916,6
30,1,14.42307663,12
29,2,9.615385056,12
29,2,7.692307472,14
29,1,10.09615421,11
30,2,13.94230747,16
29,2,21.97802162,16
30,1,14.70588207,12
29,2,17.01922989,16
30,1,29.9145298,18
29,1,23.80952454,12
29,2,14.61538506,14
30,2,3.846153736,16
30,2,8.17307663,13
30,1,8.012820244,14
30,1,12,14
29,2,10.57692337,16
29,2,10.57692337,12
30,2,15.625,16
30,1,24.72527504,12
30,2,25,18
30,2,18.26922989,14
30,2,16.82692337,13
30,2,22.64422989,12
29,1,7.211538315,12
29,2,4.700854778,14
30,1,21.63461494,12
30,2,17.30769157,16
29,1,14.82371807,12
30,2,9.743589401,12
30,1,23.55769157,16
30,1,9.230769157,12
29,2,11.25,16
29,1,17.48251724,14
30,2,9.615385056,12
30,1,13.78205109,14
30,1,22.18934822,16
30,2,12.98076916,12
30,2,9.615385056,12
30,2,15,16
29,1,15.29720306,12
29,1,11.21794891,12
29,2,6.656804562,10
30,1,48.07692337,16
30,2,21.36752129,18
30,1,3.846153736,12
30,2,24.03846169,16
30,1,24.03846169,13
29,1,14.42307663,13
29,1,5,11
29,1,21.15384674,12
29,1,13.46153831,9
29,1,22.69230843,12
30,1,16.66666603,12
29,1,21.15384674,13
30,1,12.39316273,9
30,2,3.205128193,10
30,1,20.03205109,14
29,1,25.48077011,12
30,2,11.05769253,16
30,1,38.46154022,16
29,2,19.23175621,18
29,1,75.91093445,16
29,1,16.82692337,10
30,1,27.77777863,12
30,2,6.730769157,8
29,1,16.82692337,12
30,1,15.86538506,13
30,2,11.05769253,16
30,1,4.262820721,13
30,1,13.98601437,13
29,2,13.46153831,13
29,2,5.961538315,12
29,1,10.38461494,14
30,2,7.051281929,18
29,1,17.78846169,16
30,1,30.67765617,14
29,2,8.603239059,13
29,1,17.05128288,13
29,1,15.38461494,12
30,2,10.09615421,12
30,1,6.923077106,16
30,2,5,16
30,1,31.76922989,12
30,2,9.134614944,11
29,2,18.69658089,14
29,2,12.82051277,12
30,1,25,14
29,1,33.65384674,14
29,2,11.21794891,13
30,2,13.46153831,13
30,1,21.63461494,13
29,1,20.19230843,14
30,1,16.48351669,13
29,2,19.23077011,12
29,1,42.78845978,12
30,2,40.86538315,18
29,1,18.26922989,12
29,2,14.9572649,16
30,1,14.90480804,12
30,2,11.63967609,16
30,1,26.95499992,13
29,2,10.09615421,12
30,2,13.87733841,14
30,2,15.38461494,13
29,2,9.615385056,12
29,1,22.11538506,16
29,2,6.730769157,6
29,2,3.692307711,12
29,1,20.67307663,18
30,1,12.5,12
30,1,11.53846169,14
29,1,11.53846169,12
30,1,10.38461494,11
30,2,28.84615326,14
29,2,18.49112511,12
29,1,13.98601437,16
30,2,20.5128212,18
29,2,14.42307663,16
29,2,9.615385056,11
30,2,19.61538506,18
29,1,19.23077011,14
30,2,21.63461494,16
30,1,57.69230652,18
29,1,42.30769348,16
30,1,16.34615326,16
29,2,21.15384674,18
29,2,19.23077011,16
30,1,22.99331093,13
29,1,58.54700851,18
29,2,30.76922989,16
29,1,14.9572649,12
30,1,12.01923084,12
29,2,11.53846169,14
30,1,37.69230652,16
29,2,4.903846264,12
29,2,17.69230843,18
30,1,20.5128212,12
30,2,21.63461494,16
29,2,10.5,13
29,2,7.692307472,12
29,1,33.65384674,13
29,1,13.84615421,12
29,2,12.01923084,16
30,2,14.42307663,18
30,1,17.78846169,13
29,2,6.730769157,13
29,1,10.09615421,16
29,2,12.01923084,12
29,1,10,12
30,2,21.63461494,13
29,1,9.615385056,12
29,2,37.98077011,13
29,2,40.38461685,16
30,1,14.0625,11
29,2,13.46153831,16
30,2,24.27884674,16
29,2,10.39500999,14
30,2,22.21153831,16
30,1,12.98076916,14
29,1,10.07326031,12
30,2,18.07692337,13
29,1,30.76922989,13
30,2,16.82692337,12
30,1,19.23077011,12
29,1,17.30769157,13
29,2,19.23077011,16
29,1,43.26922989,12
30,1,15.18218613,13
30,2,6.5,14
30,1,33.65384674,18
29,2,14.42307663,12
30,2,5.288461685,14
29,1,18.26922989,16
29,2,5.769230843,18
30,1,38.46154022,18
30,1,42.73504257,16
30,2,24.03846169,18
30,2,16.82692337,12
29,2,15.38461494,14
30,2,28.84615326,13
30,1,9.615385056,13
29,2,16.82692337,12
30,1,9.518259048,12
30,2,9.615385056,13
29,2,9.615385056,12
30,1,15.06410217,13
30,1,9.216345787,6
29,1,16.53846169,18
29,2,6.730769157,14
30,1,18.68131828,16
29,1,20.83333397,13
29,2,17.30865479,13
29,1,20.19230843,14
29,1,33.65384674,13
29,1,15.625,13
30,1,13.94230747,6
29,1,16.82692337,12
30,2,19.23077011,16
29,1,24.03846169,14
29,1,49.03845978,18
29,2,27.88461494,16
29,2,21.63461494,18
30,2,23.5,16
29,1,12.01923084,13
29,1,19.03605843,13
29,2,13.46153831,14
30,2,20.03205109,16
29,2,26.22377586,18
29,1,4.80817318,12
30,1,28.84615326,16
30,2,12.82051277,13
29,2,21.63461494,16
29,2,9.615385056,12
29,1,16.82692337,18
30,2,21.63461494,13
29,1,12.01923084,6
29,2,14.42307663,13
30,2,7.692307472,12
30,1,6.730769157,12
30,2,28.36538506,18
30,2,27.2435894,16
30,1,21.92384529,16
30,2,36.05769348,18
30,1,6.25,13
30,2,23.07692337,18
30,2,24.03846169,18
30,1,27.64422989,12
30,1,31.92307663,16
29,1,40.86538315,16
30,1,6.009615421,18
29,1,20.97902107,16
29,2,36.05769348,18
30,2,16.48351669,13
29,1,19.23077011,18
29,1,22.3776226,16
29,2,16.64201164,16
30,1,7.396449566,13
30,1,25.38461494,18
30,1,40.38461685,16
30,2,65.86538696,16
29,2,27.77777863,16
29,1,13.46153831,8
29,2,26.77514839,18
30,1,37.5,16
30,1,30.76922989,18
29,1,22.72727203,16
29,2,25.48077011,18
30,2,33.65384674,18
30,1,35.89743423,16
30,1,29.43485069,18
30,2,24.03846169,18
30,1,32.69230652,16
30,1,53.82538605,16
29,2,8.516483307,18
29,1,26.92307663,18
30,2,19.23077011,18
30,2,25.96153831,13
30,2,36.05769348,16
30,2,23.07692337,16
29,1,28.84615326,16
30,1,38.46154022,18
29,1,13.46153831,13
30,2,16.82692337,16
30,2,16.82788467,13
29,2,40.86538315,18
29,2,11.83431911,16
29,1,43.26922989,16
30,1,7.142857075,6
30,1,10.71428585,13
29,2,23.54788017,16
30,1,7.211538315,6
30,1,5.769230843,12
29,2,13.46153831,9
30,1,20.19230843,16
30,2,30.09615326,18
29,1,38.46154022,16
29,2,28.36538506,16
30,2,17.30769157,16
29,2,12.98076916,13
29,1,14.42307663,13
30,1,9.616346359,18
29,2,9.616346359,18
29,2,15.38461494,13
30,2,28.84615326,18
29,2,12.30769253,18
30,2,53.84615326,18
30,2,17.73269272,14
29,1,28.84615326,13
29,2,10,14
29,1,17.30769157,12
29,2,7.692307472,11
30,2,11.53846169,12
30,1,7.461538315,16
30,1,9.615385056,12
29,1,22.43589783,18
29,1,25.17482567,13
30,2,8.413461685,13
30,2,13.46153831,12
30,2,8.241758347,12
29,1,20.19230843,16
29,2,18.34134674,18
30,2,15.86538506,13
29,1,3.846153736,12
29,1,28.84615326,16
30,1,14.42307663,12
29,2,11.11111069,12
29,2,16.34615326,12
29,1,16.15384674,11
30,2,14.42307663,12
29,1,12.98076916,13
30,1,14.76923084,16
30,2,15.86538506,14
29,1,15.38461494,12
30,2,14.42307663,13
29,2,14.42307663,14
29,2,26.44230843,18
29,1,34.61538315,16
29,1,12.01923084,12
29,2,32.21154022,13
29,1,11.05769253,13
29,1,25,13
29,1,6.730769157,16
29,2,14.42307663,16
30,1,18.59410477,16
29,2,11.53942299,13
29,2,22.59615326,16
30,1,41.34615326,16
30,2,38.46154022,16
29,1,16.82692337,16
30,1,71.15384674,18
29,1,35.37548065,12
30,2,15,12
29,1,10.09711552,10
30,1,25,13
30,2,11.53846169,12
30,2,13.73626328,13
29,2,16.82692337,13
29,2,24.03846169,16
29,1,12.01923084,12
30,1,20.83333397,16
29,2,55.28845978,16
29,1,36.32478714,18
30,2,33.65384674,18
30,2,22.59615326,13
29,1,34.61538315,13
29,1,25.94038391,16
29,2,24.03846169,18
30,2,17.30769157,12
30,2,15.38461494,13
30,1,32.69230652,16
29,1,12.5,13
30,2,15.68825912,18
29,1,14.42307663,16
30,1,36.05769348,16
30,1,20.19230843,12
30,1,8.241758347,12
30,2,5.074786186,16
29,1,12.01923084,13
30,1,38.46154022,16
30,1,11.05769253,12
30,1,17.30769157,16
30,2,19.23077011,16
29,1,16.82692337,16
29,1,8.653845787,13
29,1,20.19230843,16
30,1,6.730769157,12
29,2,10.09615421,13
29,2,15.38461494,12
30,1,27.47252655,12
29,1,19.23077011,18
30,1,32.5,12
29,2,7.692307472,14
29,1,11.53846169,13
29,2,5.917159557,12
29,1,21.63461494,12
30,1,6.25,12
30,1,12.01923084,12
30,1,7.693269253,12
29,2,15.38461494,13
29,1,13.22115421,13
30,1,11.53846169,12
30,1,14.42307663,12
29,2,8.653845787,12
30,1,22.11538506,16
29,1,9.890110016,6
29,1,13.73626328,12
30,2,15.86538506,16
29,1,12.17948723,13
29,1,19.23077011,18
29,2,8.413461685,13
30,1,12.98076916,14
29,1,19.5,16
30,2,13.18181801,16
30,2,27.40384674,16
29,1,7.692307472,16
29,1,14.42307663,12
30,2,14.42307663,13
30,1,18.75,16
29,1,14.42307663,16
30,1,24.03846169,14
29,1,16.56804657,12
30,1,23.50427437,16
30,2,26.04166603,12
30,2,9,12
29,1,13.46938801,12
29,1,17.30769157,13
30,1,10.57692337,9
30,2,10.98901081,10
29,1,17.30769157,16
29,2,21.63461494,18
30,1,20.19230843,18
29,2,19.23077011,16
30,1,28.84615326,16
29,2,24.03846169,18
30,1,8.846154213,12
30,2,31.46853065,13
29,1,12.5714283,12
30,1,29.80769157,14
30,1,40.38461685,13
29,1,13.46153831,12
29,1,19.23077011,16
29,1,21.63461494,18
30,2,12.01923084,12
29,1,12.36263752,9
30,2,30.98290634,16
30,2,29.35222626,16
29,1,11.53846169,13
30,2,15.38461494,12
30,1,19.23077011,12
30,2,14.42307663,16
29,1,32.05128098,16
29,2,15.86538506,14
29,1,14.52991486,12
30,1,32.69230652,16
29,2,40.86538315,16
29,1,22,12
29,1,21.63461494,12
30,1,38.46154022,12
29,1,17.30769157,11
29,2,14.90384579,16
30,1,11.53846169,12
30,1,14.39999962,12
29,1,16.23931694,12
29,2,10.09615421,12
30,2,14.90384579,16
30,1,13.17016315,16
29,1,18.02884674,12
29,1,10.57692337,10
30,2,6.25,12
30,1,9.615385056,16
30,2,11.15384579,14
29,1,19.27884674,12
30,2,36.05769348,12
30,2,9.134614944,13
29,1,15.38461494,12
29,1,56.73077011,16
29,2,12.5,13
30,1,8.241758347,11
30,2,22.11538506,16
29,1,8.17307663,12
30,1,21.36752129,13
30,1,16.82692337,13
29,1,12.01923084,12
29,1,21.08653831,13
30,2,29.70085526,16
30,1,21.63461494,12
29,1,21.63461494,13
30,1,21.63461494,18
29,2,9.615385056,13
30,1,16.82692337,13
29,1,19.23077011,16
29,2,15.38461494,12
30,1,19.23077011,18
29,2,20.5128212,18
29,1,19.23077011,16
30,1,13.77024269,12
29,2,5.829121113,12
29,1,18.21862411,14
29,2,21.63461494,16
30,2,32.05128098,16
30,2,14.9572649,13
29,1,15.38461494,12
30,1,24.03846169,16
29,1,10.57692337,8
29,1,28.84615326,16
30,2,23.07692337,16
29,2,22.11538506,16
29,2,25,16
29,2,10.39500999,14
29,2,7.932692528,12
30,2,19.23077011,16
29,2,31.73077011,18
30,1,14.42307663,13
29,1,39.5530777,13
29,1,22.69230843,16
30,1,13.46153831,12
29,2,10.12095165,14
30,1,20.67307663,13
30,1,26.44230843,13
30,1,17.48251724,14
30,1,10.57692337,12
29,2,12.01923084,12
29,1,16.82788467,14
30,2,23.31730843,18
29,1,8.289124489,13
30,2,10.50983906,13
29,1,15,13
29,1,15.29720306,14
30,1,13.89423084,12
30,1,11.53846169,14
29,2,14.83516502,13
30,2,29.9145298,18
29,1,10.67403889,13
30,1,14.66346169,16
30,2,8.406923294,12
29,2,11.53846169,18
29,1,18.26922989,16
30,2,13.97959137,16
29,2,6.95581007,12
29,2,21.97802162,13
29,2,18.26922989,18
29,2,10.09615421,12
30,2,8.653845787,12
29,2,11.30000019,13
29,2,36.32478714,13
29,2,4.662004471,16
29,1,21.63461494,12
29,1,16.82692337,12
29,1,26.92307663,13
30,1,25.64102554,12
30,2,14.42307663,12
30,1,6.25,14
30,1,41.47299957,16
30,1,21.67832184,16
29,1,33.65384674,16
29,2,25,18
29,1,28.84615326,14
29,1,16.66666603,12
30,2,28.84615326,18
30,2,13.94230747,14
30,2,19.23077011,16
29,1,19.23077011,12
30,1,15.06410217,12
29,1,16.82692337,13
30,2,8.653845787,16
30,1,31.25,16
30,2,19.23077011,18
30,2,2.051282167,12
30,1,36.53845978,13
29,2,13.87788486,16
29,1,4.273504257,12
29,2,34.72222137,16
29,1,8.17307663,13
29,1,11.85897446,12
29,1,4.326922894,11
29,1,40.86538315,16
29,2,12.01923084,13
29,2,10,16
30,2,19.23077011,16
30,2,17.5,14
29,1,15.22435856,16
30,2,9.615385056,12
30,2,24.03846169,16
30,2,11.05769253,12
30,2,13.46153831,12
29,1,10.09615421,14
30,2,10.09615421,14
30,2,25,18
30,2,7.211538315,14
30,1,11.53846169,13
30,2,17.30769157,14
30,1,28.84615326,14
29,1,32.05128098,16
30,2,11.5,13
29,2,9.861932755,12
30,2,9.401709557,16
30,1,25,13
30,1,15.38461494,13
29,2,13.75,16
30,1,26.92307663,12
29,2,14.42307663,16
29,1,14.90384579,13
30,2,20.19230843,12
30,1,27.47252655,9
30,2,74,18
30,1,36.05769348,16
30,1,9.615385056,13
30,2,12.01923084,18
29,1,15.86538506,13
29,1,23.07692337,12
30,2,16.97115326,12
30,2,7.692307472,12
29,1,28.84615326,13
29,1,4.807692528,13
30,2,12.01923084,13
30,2,16.82692337,16
29,2,22.5,16
30,2,20.67307663,13
29,2,17.66608429,14
29,2,19.23077011,16
30,1,16.66666603,12
30,2,9.615385056,12
30,2,21.97802162,14
30,2,22.11538506,16
29,1,21.15384674,13
30,2,17.93269157,16
29,2,9,13
29,2,27.47252655,18
30,1,16.02564049,18
30,1,24.03846169,18
30,2,14.42307663,12
30,2,6.072874546,12
29,1,8,12
30,2,35.38461685,16
30,2,12.25,14
30,2,9.615385056,16
30,2,27.88461494,16
30,2,16.66666603,16
30,2,15.38461494,14
29,1,34.18803406,16
29,1,67.30769348,16
30,2,14.42307663,13
29,2,8.653845787,12
30,1,14.42307663,12
29,1,24.03846169,12
30,2,12.01923084,12
30,1,13.73626328,13
30,2,13.46153831,13
29,1,25.51020432,12
30,1,18.26922989,12
30,2,8.653845787,12
30,1,18.49112511,12
30,2,7.03125,12
29,1,26.44230843,12
29,2,11.05769253,13
30,1,19.23077011,13
29,2,7.8125,14
30,1,11.60000038,10
30,1,9.615385056,12
29,2,4.807692528,12
29,2,5.769230843,12
30,1,19.23077011,12
29,2,4.807692528,6
29,2,6.346153736,16
29,1,13.98601437,13
29,1,7.5,12
29,2,8.699999809,14
30,1,16.02564049,12
29,2,14.42307663,12
29,1,15.38461494,13
30,1,16.34615326,12
29,2,6.730769157,13
29,2,16.53846169,18
30,1,14.61538506,13
30,2,14.13461494,18
30,1,11.53846169,12
29,1,15.38461494,12
30,2,19.23077011,14
30,1,38.46154022,12
30,1,12.01923084,14
29,1,8.000961304,12
30,2,24.03846169,14
30,1,11.53846169,12
29,2,33.65384674,12
29,2,13.8134613,18
30,1,25.21367455,18
30,2,12.5,16
30,1,6.410256386,13
29,1,28.52564049,16
29,1,13.46153831,14
29,1,32.21154022,12
29,2,9.615385056,16
29,1,13.65384579,16
29,2,13.22211552,14
29,2,11.53846169,12
30,2,11.53846169,12
30,2,9.615385056,18
29,1,12.39316273,11
30,1,28.20512772,13
30,2,10.57692337,16
30,2,23.03701973,13
29,2,12.76223755,16
30,2,12.98076916,13
30,2,17.30769157,16
30,1,13.46153831,12
29,1,23.07692337,13
30,1,17.58241844,13
29,1,11.88811207,16
29,1,7.211538315,8
29,2,60.57692337,18
30,1,21.63461494,13
30,2,11.30576897,13
29,1,13.46153831,18
29,1,22.8115387,12
29,1,12,10
29,1,32.69230652,16
29,2,16.82692337,16
30,2,9.615385056,12
30,2,23.03701973,13
29,2,10.57692337,16
29,2,4.326922894,10
30,1,7.115384579,8
29,1,11.97500038,10
30,2,15.38461494,12
30,2,11.05769253,12
30,1,38.46154022,13
29,1,33.65384674,13
29,2,28.93518448,16
30,1,9.615385056,12
29,1,12.5,16
29,2,19.71153831,12
30,2,9.615385056,12
30,1,25,13
29,1,12.5,12
30,2,14.10256386,12
30,1,19.23077011,13
29,2,38.46154022,16
30,1,13.02083302,14
29,2,14.42307663,16
30,1,9.399038315,12
30,2,11.21794891,12
30,1,28.84615326,13
30,1,12.01923084,8
29,1,26.44230843,14
29,2,8.653845787,12
29,2,8.653845787,12
29,1,39.42307663,16
29,2,16.82692337,12
30,1,19.23077011,14
29,1,9.615385056,10
29,2,9.985207558,13
29,1,10.68376064,12
29,2,9.375,13
30,1,8.097166061,11
30,1,14.90384579,16
30,1,18.84230804,12
30,1,19.23077011,14
30,1,4.807692528,6
29,1,21.92307663,12
29,2,24.03846169,13
30,1,11.05769253,12
29,1,12.01923084,12
29,1,30.61740875,12
30,1,12.5,12
30,2,30.28846169,16
29,1,14.44855785,13
30,1,19.23077011,13
30,2,12.82051277,11
29,1,8.17307663,12
30,1,10.39500999,13
30,2,18.5,18
29,2,17.30769157,16
30,2,11.53846169,13
30,1,12.26790428,12
30,2,18.26922989,12
29,2,16.10577011,13
29,1,8.012820244,12
29,1,11.92998028,9
30,1,14.42307663,16
29,1,5.769230843,11
29,2,21.63461494,12
30,1,28.84615326,14
29,1,28.84615326,18
29,1,24.03846169,13
30,2,7.692307472,12
30,2,11.20879078,12
30,2,10.57692337,12
29,2,20.2429142,13
29,1,14.42307663,9
29,2,14.98076916,14
30,1,6.730769157,12
30,2,12.28571415,12
29,1,10.68376064,13
30,1,12.5,12
29,2,9.615385056,12
29,1,26.44230843,13
30,1,25.48077011,13
29,2,6.730769157,12
30,2,24.03846169,16
30,2,9.615385056,8
29,2,11.53846169,14
30,1,13.63636398,16
30,1,12.76923084,12
30,2,10.57692337,12
29,2,6.730769157,12
29,2,4.615384579,11
29,1,43.26922989,16
29,2,21.15384674,18
29,2,5.769230843,14
29,1,19.23077011,13
29,2,11.375,10
29,2,11.53846169,12
29,2,25.48077011,14
30,1,18.26922989,12
30,1,11.53846169,12
29,1,9.615385056,13
29,1,13.73626328,13
30,2,8.012820244,12
29,1,12.01923084,12
29,1,4.120879173,16
30,2,12.01923084,13
30,2,24.03846169,18
30,2,28.84615326,18
29,2,10.09615421,13
29,2,29.80769157,13
30,2,14.42307663,16
29,1,14.42307663,16
29,2,15.93406582,16
30,2,14.42307663,14
29,2,26.44230843,16
30,1,7.692307472,12
30,2,12.01923084,12
30,2,10.6275301,14
30,2,22.97008514,14
30,1,76.92308044,16
29,1,36.05769348,13
30,1,31.25,13
30,1,8.974358559,12
29,2,8.653845787,12
30,1,16.82692337,12
30,2,16.82692337,13
29,1,3.605769157,12
29,1,14.28571415,13
29,1,24.03846169,12
29,1,30.76922989,13
29,2,14.42307663,14
30,1,12.98076916,12
29,2,22.11538506,13
30,1,16.82692337,12
30,1,12.01923084,12
30,1,6.730769157,16
29,1,22.43589783,13
29,1,7.211538315,14
29,2,10.5,12
29,2,7.276507378,8
29,1,27.88461494,16
30,2,18.46153831,12
29,2,13.84615421,12
29,1,12.67500019,12
29,1,17.09401703,12
29,1,13.84615421,12
30,1,31.25,16
30,1,21.1428566,12
30,1,14.5348835,12
30,2,9.211057663,13
30,1,21.4285717,12
29,2,6.593406677,12
30,1,10.2564106,13
29,2,14.42307663,14
30,1,13.84615421,14
30,2,12.01923084,13
30,1,21.63461494,12
29,1,10.09711552,12
29,2,10.57692337,12
29,2,11.25,12
29,1,21.15384674,16
29,1,14.58333302,12
30,2,20.19230843,16
29,1,10,12
30,2,12.01923084,12
29,2,9.615385056,16
30,2,22.59615326,13
30,1,32,18
29,1,34.18803406,16
29,2,8.07692337,12
30,2,14.79289913,16
30,1,25.7142849,13
30,2,8.653845787,16
30,1,11.11111069,12
30,1,16.15384674,16
30,2,18.46153831,16
30,2,16.34615326,13
29,1,18.81270981,16
30,1,15.86538506,14
30,1,14.23076916,6
30,2,6.730769157,12
29,2,10.57692337,14
29,1,3.75,9
29,2,10.57692337,13
29,1,10.2564106,13
30,1,12.5,10
30,2,12.09150314,12
30,1,33.41880417,16
29,1,14.90384579,12
30,2,8.17307663,9
30,2,5.769230843,10
29,1,23.54788017,12
30,2,22.18934822,14
29,2,18.80341911,13
30,2,15.86538506,12
29,1,24.54991722,13
29,1,24.03846169,18
29,1,18.46153831,13
29,2,9.134614944,12
30,1,13.46217918,8
29,1,11.53846169,12
30,1,19.23077011,12
30,2,13.94230747,13
29,1,4.807692528,12
