age,sex,wage,ed
29,1,30.76922989,16
29,2,6.373626232,6
30,1,30.09615326,13
29,2,12.5,12
29,2,15.86538506,16
30,2,19.23077011,16
30,1,28.84615326,16
29,1,12.82136726,13
30,2,6.25,12
30,2,11.05769253,12
30,1,82.41757965,16
29,1,21.15384674,12
29,2,16.34615326,13
29,1,26.92307663,14
30,1,15,12
29,1,14.42307663,12
30,1,7.692307472,12
30,2,25,16
30,2,8.974358559,16
30,2,12.5,6
30,1,38.46154022,18
30,2,31.25,18
29,2,14.42307663,12
29,2,11.53846169,12
30,1,7.489878654,6
29,2,6.25,12
30,1,14.76923084,13
29,2,11.27450943,13
29,1,12.98076916,12
30,2,21.15384674,16
29,1,10.09615421,13
29,2,18.26922989,14
29,2,15.38461494,13
30,1,22.18934822,13
30,2,4.807692528,12
30,1,19.23077011,12
29,1,10.57692337,14
29,2,33.65384674,14
29,1,21.63461494,16
29,2,23.07692337,16
29,2,11.53846169,12
29,1,8,12
30,2,11.40350914,12
30,1,21.63461494,16
29,2,26.9970417,18
30,1,6.923077106,12
29,1,13.33418846,12
30,2,17.30769157,18
29,2,12.01923084,13
30,1,42.52958679,13
30,1,20,8
30,1,7.211538315,8
29,2,7.884615421,12
29,1,38.46154022,6
29,2,14.42307663,12
30,1,25.48077011,16
29,1,21.63461494,12
29,1,10.57692337,12
30,1,29.80769157,18
30,1,14.42307663,9
30,1,3,6
30,2,40.86538315,16
29,1,5.769230843,8
30,1,12.5,12
29,1,28.84615326,12
30,1,37.01922989,13
29,1,11.96581173,13
30,2,8.25,12
29,2,4.567307472,9
29,1,20.19230843,13
29,1,14.42307663,13
30,1,12.01923084,8
29,1,16.82692337,6
29,1,18.26922989,12
29,1,21.15384674,13
29,2,13.94230747,14
29,1,15.86538506,12
30,1,14.42307663,13
29,1,10.57692337,11
30,1,11.53846169,12
29,2,24.03846169,18
30,1,9.615385056,9
30,1,47.43589783,12
29,1,14.42403889,13
30,1,9.615385056,12
29,2,13.94230747,13
29,2,14.42307663,12
30,1,19.71153831,16
29,1,6.798756599,12
29,2,8.974358559,16
29,2,9.615385056,12
29,2,25.64102554,12
29,2,8.17307663,11
30,1,24.03846169,14
30,1,8.269230843,11
29,1,9.615385056,11
30,2,8.653845787,12
30,2,11.81538486,18
29,1,12.82051277,11
30,1,15.38461494,11
29,1,19.23077011,11
29,1,14.42307663,12
29,2,20.67307663,14
30,1,7.211538315,12
30,2,6.971153736,11
30,1,16.82692337,12
30,1,4.807692528,12
29,1,9.615385056,13
30,1,26.20192337,16
30,2,19.23077011,12
29,2,20.19230843,13
30,1,33.17307663,16
29,1,36.05769348,16
30,1,17.78846169,12
30,1,9.230769157,11
29,1,10,12
29,2,9.615385056,13
30,1,7.371794701,13
30,2,18.45114326,12
30,1,25,12
30,2,21.63461494,18
30,1,21.63461494,12
30,2,5.769230843,12
30,2,20.67307663,12
29,1,14.42307663,11
30,2,9.615385056,13
29,1,25,13
29,1,6.923077106,16
29,2,13.94230747,12
30,2,18.71101952,16
30,1,56.22403717,16
30,2,5.769230843,16
29,2,12.01923084,13
30,1,14.42307663,13
30,2,14.42307663,12
30,1,23.55769157,14
30,1,9.615385056,13
29,2,11.92307663,13
30,1,11.04895115,12
29,2,8.653845787,12
30,2,19.23077011,16
29,1,20.43269157,16
30,1,20.76922989,13
29,1,23.55769157,14
30,2,24.85577011,16
30,1,32.05128098,13
30,1,35.09615326,11
29,2,15.86538506,12
30,1,8.935508728,16
30,1,10.09615421,10
29,1,11.34122276,14
29,1,24.03846169,12
30,1,39.49160767,16
30,1,9.615385056,12
29,1,21.99073982,14
30,2,12.5,14
30,1,16.15384674,13
29,2,14.42307663,12
29,2,11.74038506,12
30,1,25.48077011,18
29,1,15.38461494,12
30,2,6.525490284,12
30,2,9.355509758,12
30,1,26.25,13
30,2,10.57692337,6
30,1,33.65384674,16
29,1,25.48077011,13
29,1,18.26922989,14
30,2,15.38461494,12
30,1,18.26922989,13
30,1,9.615385056,11
30,1,8.012820244,13
30,1,20.67307663,13
30,2,16.70040512,16
29,2,14.42307663,14
30,2,9,14
30,2,11.05769253,12
30,1,16,13
30,1,13.70192337,12
29,2,22.11538506,18
30,2,8.753846169,16
29,1,8.846154213,12
30,1,9.340659142,9
30,2,11.05769253,13
30,1,13.46153831,14
29,2,14.42307663,13
30,1,40.06410217,16
29,1,16.66666603,12
29,1,33.65384674,14
29,1,25,13
30,1,24.03846169,12
30,1,30.06992912,14
29,2,19.71153831,13
29,1,15.38461494,16
30,2,8.653845787,13
30,2,13.46153831,16
30,1,51.28205109,12
30,2,40.06410217,14
30,2,25.48077011,13
29,2,14.9572649,13
29,2,19.23077011,14
29,2,9.807692528,12
30,2,11.75213718,13
29,2,10.68376064,13
30,1,18.13186836,12
30,1,14.23076916,12
30,1,19.14455223,12
29,1,19.23077011,14
30,1,22.69230843,12
29,2,11.77394009,12
30,1,17.3073082,12
30,1,26.04166603,12
30,1,20.0854702,14
29,1,13.84615421,6
29,2,11.53846169,13
29,1,54.9450531,14
29,1,14.10256386,13
29,2,16.82692337,14
30,1,24.17582512,14
29,1,19.23077011,12
29,1,26.39999962,14
29,1,15.65295124,13
29,1,47.11538315,16
29,2,17.30769157,16
29,1,47.00854874,16
30,1,14.42307663,13
29,1,21.15384674,16
30,1,36.05769348,16
29,2,31.25,16
30,1,14.42307663,14
30,2,23.55769157,16
29,1,19.23077011,13
30,2,12.36263752,12
29,2,9.615385056,12
29,1,26.44230843,14
29,1,10.57692337,13
30,1,32.69326782,16
30,1,14.23076916,16
29,2,14.17004013,13
29,1,14.14027119,16
29,1,18.74278831,16
29,2,9.615385056,12
30,2,25,14
29,2,12.01923084,16
29,1,32.05128098,12
29,1,21.36752129,13
30,2,11.53846169,13
30,2,9.615385056,14
29,1,10.23076916,16
30,1,14.42403889,12
30,1,33.65384674,13
30,2,26.44230843,16
29,1,11.53846169,13
30,1,26.92307663,16
29,1,28.84615326,12
30,2,21.63461494,12
30,2,5.769230843,13
29,2,9.615385056,12
29,2,11.09467411,16
29,2,20,16
29,1,21.36752129,12
29,2,33.65384674,18
30,1,7.211538315,12
29,2,16.82692337,18
29,2,13.22115421,13
29,2,18.26922989,13
29,2,7.692307472,14
30,1,11.12451935,9
30,1,25.24038506,18
30,2,22.59615326,18
30,1,17.30769157,13
29,1,19.71153831,16
30,1,32.69230652,13
30,2,18.26922989,13
30,2,13.46153831,10
29,1,20,12
30,1,12.01923084,11
29,2,25.64102554,18
29,1,10.29411793,18
29,2,11.53846169,12
29,2,9.615385056,13
30,1,11.96581173,13
30,2,6.730769157,13
29,1,23.55865479,16
30,1,43.16239166,13
30,1,16.48351669,12
30,1,19.23077011,12
30,1,31.92307663,11
30,1,14.9572649,14
29,2,13.46153831,16
30,1,13.46153831,13
29,1,7.849293709,13
29,2,23.55769157,18
29,1,12.5,12
30,1,18.65384674,13
30,2,19.47115326,14
30,1,6.490384579,14
30,2,31.25,16
30,2,12.98076916,12
29,1,8.17307663,11
29,1,8.17307663,9
30,2,9.134614944,12
30,2,15,16
29,2,21.53846169,12
30,2,7.5,12
30,1,11.05769253,11
30,1,17.52136803,12
30,1,17.30769157,13
30,2,14.90384579,12
30,1,18.75,12
30,1,12.36263752,13
29,2,6.730769157,12
29,1,13.84615421,12
29,1,11.05769253,13
29,1,8.07692337,16
30,1,50.48077011,14
29,2,28.84615326,16
30,1,17.1404686,12
29,1,19.23077011,13
29,1,19.23077011,12
29,1,21.63461494,12
29,1,13.5,12
29,2,4.807692528,9
29,1,19.23077011,12
29,2,24.51922989,18
29,1,21.63461494,16
30,2,11.05769253,12
30,2,18.26922989,16
30,1,19.23077011,12
30,2,5.692307472,12
29,1,38.46154022,13
29,1,18.26922989,14
29,1,24.03846169,16
29,1,25,16
30,2,33.65384674,18
30,1,21.15384674,11
30,1,30.75192261,12
30,1,19.36971092,16
29,2,12.5,16
30,1,19.23077011,12
29,1,13.31360912,13
30,1,14.42307663,16
29,1,16.5,12
30,2,28.84615326,14
30,2,6.31868124,10
30,1,19.23077011,12
29,1,16.82692337,12
30,1,21.15384674,13
30,1,24.03846169,13
29,1,20.76922989,10
30,1,24.51922989,13
29,1,12.98076916,6
29,1,8.20512867,12
29,2,9.615385056,12
29,2,7.211538315,12
29,1,35,18
30,1,26.44230843,12
30,1,26.44230843,16
29,1,42.20085526,16
29,2,22.59615326,14
30,2,17.78846169,18
30,1,36.29807663,16
29,2,7.25,9
29,1,18.26922989,10
29,2,27.35042763,13
30,2,16.82692337,14
29,2,12.02019215,14
29,1,21.63461494,12
29,2,16.82692337,13
30,1,17.30769157,12
30,1,12.98076916,12
29,1,11.53846169,11
29,1,13.69047642,13
30,2,8,12
30,1,21.36752129,12
30,2,12.01923084,13
29,1,10.09615421,12
29,2,15.86538506,12
29,1,16.82692337,13
30,1,50,14
30,1,19.23077011,12
29,2,24.03846169,14
30,1,25.96153831,12
30,1,14.9572649,14
29,1,33.65384674,14
29,1,19.61538506,13
29,1,27.40384674,14
30,1,16.82692337,12
30,1,15.68413448,14
30,1,19.23077011,13
29,2,20.60439491,13
30,2,14.42307663,13
29,1,26.53846169,13
30,2,12.01923084,12
30,1,16.82692337,13
30,2,26.44230843,13
30,1,9.615385056,12
30,1,21.63461494,13
29,1,29.9145298,13
29,1,16.82692337,13
29,1,24.03846169,12
29,1,12.98076916,10
29,1,38.46154022,16
29,1,9.615385056,12
29,2,16.34615326,13
30,1,13.18681335,12
29,1,28.84615326,16
29,1,27.77777863,12
29,1,31.25,16
29,1,5.439005375,16
29,1,19.23077011,14
29,1,10.16483498,13
29,1,52.56410217,18
30,1,57.69230652,16
29,1,13.46153831,18
29,1,25.48077011,12
30,1,19.23077011,12
30,1,13.46153831,16
30,2,16.82692337,14
30,1,11.53846169,12
29,1,7.788461685,9
29,1,17.78846169,12
30,1,19.93007088,13
30,1,10.57692337,13
30,1,18.02884674,12
30,1,52.88461685,13
30,2,9,11
30,1,14.42307663,13
30,2,17.30769157,16
29,2,17.08333397,12
29,2,21.97802162,14
29,2,15.38461494,13
29,1,19.23077011,12
30,2,14.9572649,16
30,2,14.42307663,12
30,1,38.46154022,12
29,2,36.05769348,13
29,1,13.54166698,13
30,1,16.97115326,12
29,2,19.71153831,16
29,2,14.42307663,13
29,2,16.82692337,16
30,2,12.01923084,16
30,2,24.27884674,16
29,1,21.63461494,16
29,2,20.19230843,16
29,1,9.615385056,12
30,2,24.03846169,12
30,2,34.61538315,16
29,1,32.45192337,16
30,1,28.84615326,13
29,1,14.42307663,12
29,1,12.82051277,12
30,1,27.35042763,18
30,1,13.87019253,12
30,1,25.36057663,13
30,1,38.46154022,12
29,2,13.46153831,12
29,1,17.09401703,14
29,1,24.03846169,6
29,1,23.36538506,12
29,1,23.07692337,12
29,2,36.05769348,12
29,1,17.69230843,13
30,1,23.07692337,12
30,2,9.615385056,13
29,2,26.70940208,16
29,2,13.16586494,12
29,1,24.03846169,13
30,1,9.615385056,14
29,1,18.37606812,14
30,1,23.07692337,12
30,1,20.48077011,16
29,1,33.65384674,16
29,2,26.44230843,16
29,2,2.48673749,12
30,1,11.21794891,12
29,1,8.493589401,16
29,2,22.43589783,18
29,1,24.78632545,12
30,2,22.92899323,18
30,1,21.63461494,12
29,1,36.05769348,16
30,2,10.98901081,8
30,2,11.53846169,12
30,1,20.19230843,16
29,1,18.89338684,12
30,1,27.77777863,13
30,1,7.211538315,12
29,1,25.96153831,13
30,1,19,12
30,2,29.9145298,18
29,1,28.84615326,16
29,2,19.7368412,16
29,1,19.23077011,13
30,2,21.63461494,16
29,1,29.9145298,18
30,2,16.34615326,14
30,1,50,12
29,2,18.26922989,13
29,1,33.65384674,13
30,2,25.38461494,16
30,1,37.5,12
30,2,31.73077011,16
30,1,45.67307663,18
30,2,65.86538696,16
30,2,19.78022003,12
29,2,19.23077011,12
30,2,15.86538506,12
29,2,18.75,13
30,2,14.42307663,12
29,1,19.23077011,18
29,2,29.96794891,14
29,1,12.5,12
29,1,21.15384674,13
29,2,26.44230843,16
30,2,9.921875,10
29,2,7.596153736,8
29,2,5.769230843,12
29,1,8.20512867,12
30,1,13.46153831,12
29,1,9.375,12
30,2,28.84615326,16
29,2,16.34615326,13
29,1,24.03846169,12
29,1,9.8039217,12
29,1,14.58333302,12
30,1,11.53846169,12
30,2,13.55769253,13
29,2,25.76922989,13
29,2,4.807692528,16
29,1,4.807692528,16
30,1,17.38461494,12
30,1,8.391608238,12
30,1,18.54395676,13
30,2,52.1978035,14
30,2,5.917159557,8
29,2,15.38461494,12
29,1,21.63461494,13
30,1,14.42307663,14
29,2,11.05769253,16
30,2,14.42307663,12
29,1,14.94230747,12
30,2,14.66346169,16
30,2,29.80769157,16
29,2,13.18681335,12
30,1,20.43269157,14
30,1,16.34615326,16
29,2,9.134614944,13
29,1,22.5,8
30,1,22.30769157,12
30,1,11.05769253,13
30,2,13.18681335,12
30,1,15.38461494,9
29,1,15.57692337,9
29,2,14.42307663,14
30,1,28.84615326,12
30,1,12.91208744,12
29,2,18.19126892,12
30,2,13.88888931,12
30,2,9.407966614,13
29,2,14.42307663,14
29,2,11.53846169,16
29,2,32.69230652,18
30,2,15,18
29,2,26.44230843,16
29,2,19.71153831,16
30,2,27.8125,18
30,1,19.23077011,16
30,1,15.76923084,12
29,1,74.17582703,18
29,2,33.65384674,18
29,2,10.17307663,13
30,1,14.42307663,13
29,1,28.84615326,16
29,1,17.30769157,12
29,2,10,12
30,1,15.38461494,13
29,1,23.50427437,13
30,1,15.38461494,18
30,2,12.01923084,14
29,1,5.63846159,13
29,1,25.64102554,13
30,2,16.82692337,12
29,2,16.34615326,14
29,1,16.34615326,12
29,2,14.42307663,16
29,1,12.02019215,14
30,2,14.31126976,12
29,2,7.211538315,12
29,1,13.73626328,16
30,1,25.88757324,12
29,1,19.71153831,14
29,1,16.82692337,12
29,1,11.53846169,13
29,2,14.9572649,18
30,1,20.58823586,13
30,2,17.30769157,13
30,2,14.42307663,12
29,2,12.01923084,13
29,2,6.143162251,11
29,1,22.43589783,13
30,2,12.01923084,14
30,1,7.211538315,12
30,2,13.94230747,13
30,1,8.549519539,11
30,2,10.22799969,11
30,1,25,12
29,2,15.38461494,16
30,2,15.38461494,14
29,1,13.94230747,12
30,1,4.812259674,12
30,1,26.49572563,16
29,1,23.55769157,13
30,1,3.846153736,12
29,1,17.40384674,16
29,2,14,16
29,1,11.21794891,13
30,2,16.82692337,13
30,1,23.4375,13
29,2,15.02403831,13
29,1,47.00854874,16
29,1,27.88461494,18
30,1,10.68376064,12
30,2,17.78846169,14
29,1,59.64952087,16
29,2,16.82692337,12
30,2,23.55769157,16
29,1,10.78431416,12
30,1,13.94230747,14
30,1,30.76922989,14
30,2,19.23077011,16
30,1,20.67307663,13
29,1,8.17307663,12
30,1,14.42307663,12
30,1,24.51922989,13
29,2,17.11538506,14
30,1,75,16
29,2,11.05769253,14
30,2,28.36538506,16
30,2,21.15384674,16
30,2,17.30769157,12
30,2,45,16
29,2,7.692307472,14
29,1,7.692307472,13
29,1,19.23077011,16
29,1,19.23077011,12
30,2,17.7514801,12
30,1,19.23077011,18
29,2,15.86538506,13
29,1,24.03846169,12
30,1,11.83431911,16
30,1,8.653845787,12
30,2,20.00048065,13
30,1,24.03846169,14
30,1,21.63461494,12
30,1,33.41880417,16
30,2,11.53846169,16
29,2,6.581730843,13
30,2,8.653845787,8
29,2,25.48077011,18
30,1,40.38461685,13
30,1,24.03846169,18
30,1,12.01923084,12
29,1,9.615385056,10
29,1,10.57692337,12
30,2,9.212827682,16
30,2,20.67307663,13
30,1,14.42307663,14
29,2,19.23077011,13
29,2,12.01923084,12
30,1,25,12
30,2,17.78846169,12
30,1,32.05128098,13
29,1,26.44230843,16
29,1,22.5,12
29,2,15.49145317,13
30,1,12.01923084,12
29,1,10.57692337,12
29,2,24.72527504,13
30,1,14.86013985,12
29,2,2.599999905,11
30,1,7.211538315,6
29,1,24.03846169,12
29,1,16.82692337,16
29,2,11.53846169,12
30,1,14.42307663,13
30,1,5,9
30,1,23.54788017,12
30,1,7.211538315,13
29,2,8.653845787,14
30,1,6.25,12
29,1,8.653845787,12
30,2,21.63461494,16
30,1,35.09615326,16
30,2,23.55769157,18
29,1,26.92307663,16
29,1,20,12
30,2,14.42307663,18
29,1,7.5,13
29,1,19.23077011,14
30,1,38.07769394,13
30,1,17.78846169,12
29,2,23.07692337,16
29,2,15.86538506,13
30,2,33.65384674,12
29,1,17.71255112,16
29,1,5.244755268,13
30,2,8.653845787,13
29,1,16.82692337,13
29,1,3.846153736,12
30,1,4.807692528,13
29,2,10.98901081,12
29,2,21.63461494,16
30,2,8.653845787,14
30,2,27.40384674,16
29,2,28.84615326,13
30,1,60.09615326,13
29,1,13.46153831,16
30,2,19.23077011,16
30,1,25,16
30,1,51.92307663,16
30,2,8.07692337,12
30,2,28.84615326,18
29,2,21.35135078,13
30,1,15.73496532,16
29,2,19.23077011,16
29,2,17.30769157,14
30,2,32.69230652,16
29,2,25,13
29,1,12.02019215,13
30,1,15.38461494,14
30,2,18.21862411,13
29,1,4.807692528,14
30,2,8.791209221,9
29,1,23.07692337,16
30,1,10.20833302,6
30,2,26.92307663,14
30,2,8,6
29,1,10,8
29,1,28.36538506,16
29,2,19.23077011,16
29,1,12.01923084,12
30,1,28.84615326,13
29,1,13.18681335,18
30,1,45.67307663,16
30,2,22.59615326,16
29,1,9.846154213,10
30,2,8.241758347,9
30,1,11.53846169,6
30,2,18.26922989,9
29,1,10.38461494,12
29,1,7.451922894,11
29,1,24.03846169,16
29,1,19.23077011,14
29,1,14.42307663,12
30,2,17.78846169,13
30,2,24.35897446,16
30,2,16.82692337,16
29,1,5.769230843,6
30,1,16.15384674,18
29,2,18.75,18
29,1,48.07692337,13
29,2,31.73077011,18
30,1,11.53846169,12
29,1,12.82051277,13
29,1,27.77777863,12
30,2,20,13
30,1,17.8571434,12
30,2,11.96581173,12
29,1,25.96153831,12
29,2,47.00854874,16
29,2,15.86538506,16
29,1,14.42307663,14
29,1,22,13
29,2,4.326922894,9
30,1,12.01923084,10
29,1,21.85314751,10
30,1,26.15384674,13
30,2,9.960000038,14
30,1,9.615385056,13
29,1,9.890110016,9
30,1,10.41666698,6
30,1,8.653845787,13
29,1,4.807692528,12
30,1,7.692307472,14
29,1,18.22222137,13
30,1,9.615385056,12
30,2,11,12
30,2,14.23076916,12
29,2,7.211538315,9
29,1,33.65384674,16
29,2,8.653845787,12
30,1,22.59615326,12
29,1,36.05769348,14
29,1,19.23077011,14
30,2,26.17932701,14
29,2,31.25,16
30,2,21.63461494,16
29,2,14.9572649,16
29,1,11.25,12
30,1,18.18181801,16
29,2,15.38461494,13
30,1,19.23077011,14
29,2,10.57692337,13
30,1,16.05769157,11
29,2,21.63461494,16
29,1,6.966346264,13
29,2,26.92307663,16
30,2,10.49404716,13
29,1,20.83333397,16
30,1,9.791666985,12
30,2,23.07692337,13
29,1,31.49038506,16
29,1,21.63461494,13
30,1,19.23077011,13
30,1,38.46154022,16
29,2,16.34615326,13
29,1,13.46153831,16
29,1,25,18
29,2,13.73626328,16
29,2,9.615385056,12
29,2,27.40384674,12
30,1,22.59615326,12
30,1,22.25961494,18
30,1,31.25,14
30,2,21.97802162,12
29,1,12.82051277,12
29,1,15,16
29,2,25.76922989,16
29,2,21.15384674,12
29,1,9.616346359,13
30,2,27.69230843,16
30,2,24.72527504,16
30,2,12.01923084,18
30,1,14.42307663,12
29,1,14.42307663,12
30,2,25.64102554,13
29,1,16.34615326,14
29,2,43.26922989,18
29,2,19.71153831,13
30,1,60.09615326,16
30,2,14.42307663,12
30,1,32.05128098,16
30,1,25.87412643,13
30,2,19.23077011,13
29,1,20.19230843,16
30,1,14.42307663,12
29,2,9.081196785,12
29,1,21.15384674,16
30,2,28.84615326,16
30,2,20.5,13
29,1,11.97916698,11
29,1,13.46153831,16
30,1,17.78846169,12
29,2,17.5,12
30,1,45.67307663,16
30,2,10.12095165,13
30,2,19.71153831,12
30,2,35.09615326,18
30,2,10.57692337,14
30,1,19.23077011,12
30,1,39.74359131,13
29,1,14.42307663,16
30,1,21.63461494,16
30,1,36.05769348,16
29,2,11.10281086,16
30,1,45.67307663,16
30,2,13.94230747,16
29,2,31.25,16
30,2,9.615385056,16
29,2,8.17307663,16
29,2,18.75,16
29,2,22.22222137,16
30,1,17.30769157,16
30,1,16.82692337,16
29,2,15.86538506,13
29,2,25,16
29,1,4.807692528,16
29,1,17.52136803,6
30,1,4.807692528,16
29,1,26.92307663,16
30,1,35.09615326,16
30,2,31.25,16
29,2,9.340659142,12
29,2,28.84567261,18
30,1,55.55555725,18
29,1,24.03846169,16
30,2,40.86538315,18
29,1,25.48077011,16
30,1,46.15384674,16
29,1,29.23077011,12
29,2,28.84615326,18
29,1,13.54166698,14
30,1,12.98076916,12
29,2,16.34615326,13
30,1,17.09401703,13
29,1,41.66666794,18
29,1,48.07692337,16
30,1,8.75,13
29,1,25.48077011,16
29,1,11.1043272,16
30,1,17.30769157,13
29,2,12.17948723,12
29,1,12,12
30,2,20.67307663,13
29,1,44.23077011,13
29,2,16.15384674,13
30,2,39.33566284,16
30,2,19.23077011,18
30,1,12.82051277,12
30,2,10.38461494,12
30,2,23.55769157,16
29,1,23.55769157,16
29,2,12.01923084,12
30,1,17.30769157,12
30,1,24.51922989,12
30,1,8.333333015,13
29,1,18.98077011,12
30,1,37.98077011,16
30,2,14.90384579,12
29,2,15,14
30,2,14.42307663,13
30,1,11.15384579,16
29,2,5.384615421,14
30,1,9.615385056,14
29,2,23.07692337,18
30,2,15.24807739,14
30,1,14.42307663,18
30,2,21.63461494,18
30,1,8.17307663,12
29,1,15.38461494,12
30,1,16.92307663,12
30,2,14.42307663,14
30,2,22.43589783,16
30,2,22.77327919,12
30,1,9.134614944,6
30,1,43.95604324,12
29,1,19.23077011,14
30,1,42.8571434,13
30,1,16.64201164,13
30,2,19.71153831,18
30,2,11.05769253,12
30,1,12.5,11
30,1,48.07692337,12
30,2,24.72527504,14
30,2,25.64102554,16
29,2,15.38461494,13
29,1,15.38461494,12
29,2,22.5,16
29,1,33.65384674,14
29,1,17.1875,12
30,2,15.38461494,13
30,2,24.03846169,12
29,2,13.94230747,14
29,1,11.53846169,12
29,1,25,14
29,2,14.42307663,14
29,1,7.211538315,14
29,1,38.46154022,16
30,1,30.76922989,16
29,1,10.48951054,13
29,1,9.615385056,12
30,1,9.615385056,12
29,1,17.30769157,13
30,1,33.65384674,12
30,1,38.46154022,13
30,2,20.67307663,14
30,1,14.42307663,16
30,1,11.53846169,13
29,1,12.01923084,14
29,1,67.30769348,16
29,2,33.65384674,13
29,2,30.28846169,18
29,1,13.46153831,12
30,2,14.42307663,18
30,2,16.82692337,16
30,1,19.23173141,14
29,1,15.38461494,14
30,1,29.12087822,16
30,2,36.05769348,16
30,1,19.78022003,16
29,1,25.48077011,12
30,2,18.26922989,13
29,2,16.34615326,16
29,1,67.28173065,16
29,1,43.26922989,14
29,1,42.78845978,13
29,2,9.615385056,14
29,2,7.211538315,12
29,2,12.01923084,16
29,2,10.09615421,12
30,1,18.45238113,11
30,1,3.413461447,12
30,1,16.82692337,11
30,2,28.84615326,16
30,2,12.98076916,12
30,2,15.38461494,12
29,2,17.30769157,12
30,1,13.26923084,12
